PA03-14;WWM;3003/4;PUR;O;Soin Peaux Mixtes;2;Légèrement irritant;0,273
PA03-16;GILBERT;16473/02;PUR;O;crème jour réf 3532-1.09;2;Non irritant;0
PA03-16;LMPC;15243/01;PUR;O;crème antholops;2;Très légèrement irritant;0,091
PA03-16;PHARMANAGER/COSMEDIET/OMEGA PHARMA;16390/01;PUR;O;huile végétale de bourrache;2;Non irritant;0
PA03-16;PHARMANAGER/COSMEDIET/OMEGA PHARMA;;;;huile végétale de noyau d'abricot;2;Très légèrement irritant;0,091
PA03-16;PHARMANAGER/COSMEDIET/OMEGA PHARMA;;;;huile végétale d'onagre bio;2;Non irritant;0
PA04-12;ELAYS (FRANCE LAB);2765/1;PUR;O;lait soyeux E-1102-039;2;Non irritant;0
PA04-12;ELAYS (FRANCE LAB);2765/3;PUR;O;eau de crème E-402-069;2;Non irritant;0
PA04-13;FRANCELAB;2909/1;PUR;O;Body butter, réf: VR-MA150212-01/2;2;Non irritant;0
PA04-13;UNIPAR;2897/1;PUR;O;Crème Corps Pailletée Peanut Butter - Completely Nuts! - Formule n°ICP3006-1F;2;Non irritant;0
PA04-13;UNIPAR;2897/2;PUR;O;Baume pour les lèvres Peanut Butter - Completely Nuts! - Formule n° ICP3009-1F;2;Non irritant;0
PA04-13;UNIPAR;2897/3;PUR;O;Huile Pailletée Corps Peanut Butter - Completely Nuts! - Formule n°ICP3010-1F;2;Non irritant;0
PA04-14;ALIZEE NATURE CARAIBES;14189/04;PUR;O;Huile de massage;2;Non irritant;0
PA04-15;DBA;14578;PUR;O;crème mains;2;Non irritant;0
PA04-16;FRANCE LAB;16583/02;PUR;O;Crème végétale brassée légère;2;Légèrement irritant;0,292
PA04-16;FRANCE LAB;16583/04;PUR;O;Cure tâches, ridules précoces, pores dilatés;2;Légèrement irritant;0,375
PA04-16;FRANCE LAB;16583/08;PUR;O;Masque de nuit éclaircissant;2;Non irritant;0,042
PA04-16;FRANCE LAB;16583/10;PUR;O;Masque sleep energie;2;Non irritant;0
PA04-16;FRANCE LAB;16583/16;PUR;O;Cure imperfections;2;Non irritant;0
PA04-16;FRANCE LAB;16583/20;PUR;O;Bouillon primordial;2;Légèrement irritant;0,25
PA04-16;FRANCE LAB;16583/22;PUR;O;Masque ampoule lifting;2;Très légèrement irritant;0,083
PA04-16;GILBERT;16655/02;PUR;O;huile corps et cheveux;2;Très légèrement irritant;0,083
PA05-13;ICP;2919/1;PUR;O;Huile de massage;2;Non irritant;0
PA05-13;SAVOIRS DES PEUPLES;2905/1;PUR;O;Baume lèvres et papilles - Réf. 13135;2;Non irritant;0
PA05-14;BOURJOIS;14215/01;PUR;O;Bain soin ongles;2;Non irritant;0
PA05-14;France LAB (Mais caulières);14206/03;PUR;O;Envolée légère - Brume hydratante corps ;2;Très légèrement irritant;0,087
PA05-14;France LAB (Mais caulières);14206/04;PUR;O;Cuvée d'or - Huile sèche corps ;2;Très légèrement irritant;0,087
PA05-14;France LAB (Mais caulières);14206/06;PUR;O;Frimas délicat - Crème mains hydratante ;2;Non irritant;0
PA05-14;France LAB (serenity);14341/01;PUR;O;crème nuit;2;Non irritant;0
PA05-14;France LAB (serenity);14341/02;PUR;O;crème corps;2;Non irritant;0
PA05-14;France LAB (serenity);14378/01;PUR;O;crème jour unifiante;2;Non irritant;0,043
PA05-14;SHB;14275/02;PUR;O;kadaly crème masque cocoon;2;Non irritant;0
PA05-14;SHB;14275/03;PUR;O;kadalys gelée hydratante;2;Non irritant;0,043
PA05-16;CHO NATURE;16614/01;PUR;O;Huile de massage;2;Très légèrement irritant;0,13
PA05-16;EVOLUDERM;16701/02;PUR;O;huile précieuse;2;Très légèrement irritant;0,087
PA05-16;GILBERT;16705/02;PUR;O;Lotion asséchante pour la peau;2;Non irritant;0
PA05-16;ONAGRINE;16555/02;PUR;O;crème jour dépigmentante;2;Non irritant;0,043
PA05-16;ONAGRINE;16555/04;PUR;O;serum dépigmentant;2;Très légèrement irritant;0,087
PA05-16;ONAGRINE;16555/06;PUR;O;crème nuit dépigmentante;2;Légèrement irritant;0,348
PA05-16;S+;16743/01;PUR;O;fluide hydratant;2;Légèrement irritant;0,261
PA05-16;S+;16743/02;PUR;O;baume hydratant;2;Non irritant;0
PA06-12;SAVOIRS DES PEUPLES;2788/1;PUR;O;Huile précieuse - 12212;2;Légèrement irritant;0,263
PA06-12;SAVOIRS DES PEUPLES;2788/2;PUR;O;Crème de Jour Musalis - 12220;2;Légèrement irritant;0,316
PA06-12;SAVOIRS DES PEUPLES;2788/3;PUR;O;Crème de Nuit Musalis - 12222;2;Non irritant;0,053
PA06-12;SAVOIRS DES PEUPLES;2788/4;PUR;O;Sérum Musalis - 12221;2;Très légèrement irritant;0,105
PA06-12;SAVOIRS DES PEUPLES;2788/6;PUR;O;Crème de Jour Musalift - 12224;2;Légèrement irritant;0,211
PA06-12;SAVOIRS DES PEUPLES;2788/7;PUR;O;Crème de Nuit Musalift - 12225;2;Légèrement irritant;0,211
PA06-14;ALIZEE NATURE CARAIBES;14418/05;PUR;O;lait hydratant à l'aloe vera;2;Non irritant;0,043
PA06-14;FRANCE LAB projet romy;14454/05;PUR;O;SERUM AQUEUX ;2;Très légèrement irritant;0,13
PA06-14;FRANCE LAB projet romy;14454/06;PUR;O;TEXTURE 1 ;2;Non irritant;0,043
PA06-14;FRANCE LAB projet romy;14454/07;PUR;O;TEXTURE 2 ;2;Non irritant;0,043
PA06-14;FRANCE LAB projet romy;14454/08;PUR;O;TEXTURE 3 ;2;Non irritant;0,043
PA06-14;FRANCE LAB projet romy;14538/01;PUR;O;TEXTURE 4;2;Très légèrement irritant;0,087
PA06-15;C2J EVOLUDERM;15177/02;PUR;O;huile macadamia;2;Très légèrement irritant;0,1
PA06-15;ILAPHARM;15569/01;PUR;O;soin tenseur;2;Non irritant;0,048
PA06-15;Labo GILBERT;15528/01;PUR;O;blur - perfecteur de teint;2;Très légèrement irritant;0,143
PA06-16;HSB COSMETICS;16656/02;PUR;O;lift crème jour;2;Non irritant;0
PA06-16;HSB COSMETICS;16656/04;PUR;O;lift crème nuit;2;Non irritant;0
PA06-16;HSB COSMETICS;16656/06;PUR;O;lift serum;2;Non irritant;0,045
PA06-16;HSB COSMETICS;16656/10;PUR;O;crème huile visage et cou;2;Très légèrement irritant;0,136
PA06-16;HSB COSMETICS;16656/12;PUR;O;huile visage et cou;2;Non irritant;0
PA06-16;ONAGRINE;16555/06;PUR;O;crème nuit dépigmentante;2;Non irritant;0,045
PA06-16;PCW;16813/01;PUR;O;HARMONIE - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VAHARDO100;2;Très légèrement irritant;0,091
PA06-16;PCW;16813/02;PUR;O;CONFIANCE - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VACONDO100;2;Non irritant;0
PA06-16;PCW;16813/03;PUR;O;VITALITE - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VAVITDO100;2;Non irritant;0
PA06-16;PCW;16813/04;PUR;O;JOIE-ECLAT - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VAJOIDO100;2;Non irritant;0
PA06-16;PCW;16813/05;PUR;O;SENSUALITE - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VASENDO100;2;Non irritant;0,045
PA06-16;PCW;16813/06;PUR;O;SERENITUDE - HUILE BIEN-ETRE ABSOLUE POUR LE CORPS - VASERDO100;2;Non irritant;0,045
PA06-16;Puressentiel;16800/01;PUR;O;PURESSENTIEL SOS PEAU;2;Non irritant;0
PA07-12;SAVOIRS DES PEUPLES;2804/1;PUR;O;oolution sérum nutrition;2;Légèrement irritant;0,174
PA07-12;SAVOIRS DES PEUPLES;2804/2;PUR;O;oolution crème universelle;2;Légèrement irritant;0,217
PA07-12;SAVOIRS DES PEUPLES;2804/3;PUR;O;oolution sérum anti-âge;2;Légèrement irritant;0,174
PA07-12;UNIPAR;2798/1;PUR;O;Nutri Feet Completely Nut's (Crème Nourrissante Pieds) - ICP2044-1F;2;Non irritant;0
PA07-12;UNIPAR;2798/2;PUR;O;Nutri Mains Completely Nut's (Crème nourrissante Mains) - ICP2061-1F;2;Non irritant;0
PA07-14;LABO D'ARMOR;14477/04;PUR;O;crème mains;2;Non irritant;0
PA07-14;LABO D'ARMOR;14477/05;PUR;O;lait corps;2;Non irritant;0
PA07-15;EVOLUDERM;15049/02;PUR;O;Lait éclaircissant over boost;2;Légèrement irritant;0,381
PA07-15;EVOLUDERM;15049/04;PUR;O;Lait éclaircissant action tâches;2;Non irritant;0
PA07-15;groupe batteur;15663/02;PUR;O;Crème nuit polaire;2;Non irritant;0
PA07-15;groupe batteur;15731/02;PUR;O;baume nuit huileux;2;Non irritant;0
PA07-16;GILBERT;16658/02;PUR;O;Gel Crème visage reform 2015;2;Modérément irritant;0,75
PA07-16;Puressentiel;16885/01;PUR;O;puressentiel beauté de la peau serum;2;Très légèrement irritant;0,083
PA07-16;URGO;16886/01;PUR;O;roll-on arnica;2;Très légèrement irritant;0,125
PA08-13;ALIZEE NATURE CARAIBES;2929/1;PUR;O;Crème de nuit ;2;Très légèrement irritant;0,091
PA08-13;ALIZEE NATURE CARAIBES;2929/12;PUR;O;Huile de massage ayurvedic;2;Très légèrement irritant;0,091
PA08-13;ALIZEE NATURE CARAIBES;2929/13;PUR;O;Huile de massage parfum cacao;2;Légèrement irritant;0,182
PA08-13;ALIZEE NATURE CARAIBES;2929/14;PUR;O;Huile de massage parfum coco;2;Légèrement irritant;0,364
PA08-13;ALIZEE NATURE CARAIBES;2929/15;PUR;O;Huile de massage parfum mangoflor;2;Légèrement irritant;0,227
PA08-13;ALIZEE NATURE CARAIBES;2929/16;PUR;O;Huile de massage parfum rhum citron;2;Légèrement irritant;0,227
PA08-13;ALIZEE NATURE CARAIBES;2929/17;PUR;O;Huile de massage parfum tiaré;2;Légèrement irritant;0,182
PA08-13;ALIZEE NATURE CARAIBES;2929/2;PUR;O;Crème EH à froid;2;Non irritant;0
PA08-13;ALIZEE NATURE CARAIBES;2929/3;PUR;O;Crème EH thermoactive;2;Non irritant;0
PA08-13;ALIZEE NATURE CARAIBES;2929/30;PUR;O;Serum Huileux pour modelage;2;Légèrement irritant;0,318
PA08-13;ALIZEE NATURE CARAIBES;2929/32;PUR;O;Elixir aux actifs hydratants;2;Légèrement irritant;0,318
PA08-14;FRANCE LAB;14835/14;PUR;O;TEXTURE 4 Pool 3 (Mix 20aine - grasse) ;2;Non irritant;0
PA08-14;FRANCE LAB;14835/15;PUR;O;TEXTURE 4 Pool 1 (capsules 1ers signes de l'age-anti age - matures);2;Non irritant;0
PA08-14;FRANCE LAB;14835/16;PUR;O;TEXTURE 1 Pool 3 (Mix 20aine - grasse) ;2;Non irritant;0
PA08-14;FRANCE LAB;14835/17;PUR;O;TEXTURE 2 Pool 2 (capsules sensible cernes/poches);2;Non irritant;0
PA08-14;FRANCE LAB;14835/18;PUR;O;TEXTURE 3 Pool 2 (capsules sensiblecernes/poches);2;Non irritant;0
PA08-14;FRANCE LAB;14835/19;PUR;O;TEXTURE 2 Pool 1 (capsules 1ers signes del'age-anti age - matures);2;Non irritant;0
PA08-14;FRANCE LAB;14835/20;PUR;O;TEXTURE 2 Pool 3 (Mix 20aine - grasse) ;2;Non irritant;0
PA08-14;FRANCE LAB;14835/21;PUR;O;SERUM AQUEUX ;2;Non irritant;0
PA08-14;FRANCE LAB;14835/22;PUR;O;TEXTURE 3 Pool 1 (capsules 1ers signes del'age-anti age - matures);2;Non irritant;0
PA08-14;FRANCE LAB;14835/23;PUR;O;TEXTURE 1 Pool 1 (capsules 1ers signes del'age-anti age - matures);2;Non irritant;0
PA08-14;FRANCE LAB;14835/24;PUR;O;TEXTURE 3 Pool 3 (Mix 20aine - grasse) ;2;Non irritant;0
PA08-14;FRANCE LAB;14835/25;PUR;O;TEXTURE 1 Pool 2 (capsules sensiblecernes/poches);2;Non irritant;0
PA08-14;FRANCE LAB;14835/26;PUR;O;TEXTURE 4 Pool 2 (capsules sensiblecernes/poches);2;Non irritant;0
PA08-14;ILAPHARM;14618/01;PUR;O;soin expert fermeté;2;Non irritant;0
PA08-15;groupe batteur;15728/01;PUR;O;Crème mains olive - 2896-1.06;2;Non irritant;0,045
PA08-15;groupe batteur;15732/01;PUR;O;Crème corps olive - 2895-1.09;2;Non irritant;0,045
PA08-15;ILAPHARM;15315/02;PUR;O;crème fermeté corps;2;Non irritant;0
PA08-15;Labo GILBERT;15646/04;PUR;O;masque gommant visage;2;Non irritant;0
PA08-15;SAVOIRS DES PEUPLES;15849/04;PUR;O;Crème de Jour 005.016;2;Non irritant;0
PA08-15;SAVOIRS DES PEUPLES;15849/06;PUR;O;Crème de Nuit 005.022;2;Non irritant;0
PA08-15;UNIPAR BEAUTY;15725/02;PUR;O;Draineur et Légèreté Jambes Completely Nut's !;2;Non irritant;0
PA08-15;UNIPAR BEAUTY;15725/04;PUR;O;Réhausseur et Fermeté Fesses Completely Nut's !;2;Non irritant;0
PA08-15;UNIPAR BEAUTY;15725/06;PUR;O;Tenseur et Tonicité Bras completely Nut's !;2;Non irritant;0
PA08-16;GILBERT;16658/02;PUR;O;Gel Crème visage reform 2015;2;Légèrement irritant;0,476
PA08-16;ILAPHARM;16969/02;PUR;O;crème anti-tache;2;Non irritant;0,043
PA08-16;Puressentiel;16940/01;PUR;O;crème fraîcheur circulation;2;Non irritant;0,043
PA09-13;ALIZEE NATURE CARAIBES;2929/18;PUR;O;LAIT CORPOREL A L’HUILE D’ARGAN;2;Légèrement irritant;0,316
PA09-13;ALIZEE NATURE CARAIBES;2929/19;PUR;O;LAIT CORPOREL DE MASSAGE AU LAIT DE COCO;2;Légèrement irritant;0,211
PA09-13;ALIZEE NATURE CARAIBES;2929/20;PUR;O;LAIT CORPOREL DE MODELAGE;2;Très légèrement irritant;0,105
PA09-13;SHB;2951/1;PUR;O;SERUM MUSALIFT;2;Modérément irritant;0,737
PA09-14;DBA;14813/02;PUR;O;huile sèche biphasée drainante;2;Légèrement irritant;0,429
PA09-15;C2J EVOLUDERM;15563;PUR;O;BB cream medium (formule la + à risque);2;Non irritant;0,045
PA09-15;C2J EVOLUDERM;15048/02;PUR;O;lait corps aloe;2;Très légèrement irritant;0,136
PA09-15;C2J EVOLUDERM;15048/04;PUR;O;lait corps amande douce;2;Légèrement irritant;0,273
PA09-15;Laboratoires Gilbert;15962/02;PUR;O;serum jour;2;Non irritant;0
PA09-15;URGO;15471/02;PUR;O;filmogel lèvres fendillées;2;Non irritant;0
PA09-15;URGO;15471/04;PUR;O;filmogel lèvres fendillées;2;Non irritant;0
PA09-15;URGO;15471/06;PUR;O;filmogel lèvres fendillées;2;Très légèrement irritant;0,136
PA09-15;URGO;15471/08;PUR;O;filmogel lèvres fendillées;2;Non irritant;0
PA09-16;FRANCE LAB;16873/02;PUR;O;baume mousse de crème;2;Non irritant;0
PA09-16;FRANCE LAB;17080/02;PUR;O; BODY MOISTURIZING MIST_C-1000-007;2;Non irritant;0
PA09-16;FRANCE LAB;17080/03;PUR;O; BODY OIL_C-1200-006;2;Non irritant;0
PA09-16;GILBERT;17097/02;PUR;O;soin anti-âge homme;2;Non irritant;0
PA10-14;FRANCE LAB;14900/01;PUR;O;Elixir perles divines 33880R / projet beauty success;2;Non irritant;0
PA10-15;ROVAL;16009/02;PUR;O;serum expert biphase soin brillance;2;Légèrement irritant;0,217
PA10-16;GILBERT;17171/02;PUR;O;HUILE PAILLETEE;2;Très légèrement irritant;0,136
PA11-15;DBA;16188/02;PUR;O;Huile bronzante;2;Non irritant;0
PA12-15;EVOLUDERM;16052/02;PUR;O;crème mains surgras;2;Non irritant;0
PA12-15;EVOLUDERM;16052/04;PUR;O;lait corps surgras;2;Légèrement irritant;0,217
PA12-15;FRANCELAB;16245/01;PUR;O;Cème mains AC-FL200115-01/4 ;2;Très légèrement irritant;0,087
PA13-15;EVOLUDERM;16323/04;PUR;O;Masque crème (gamme huile précieuse) V15247;2;Non irritant;0
PA13-15;EVOLUDERM;16323/07;PUR;O;Lait corps (gamme huile précieuse) - V15245;2;Légèrement irritant;0,318
PA13-15;EVOLUDERM;16336/02;PUR;O;Crème visage et corps à lhuile damande douce V3071B;2;Non irritant;0
PA13-15;FRANCE LAB;16331/02;PUR;O;lait corps hydratant;2;Non irritant;0
PA13-15;FRANCE LAB;16365/01;PUR;O;huile sèche fleur de coton;2;Non irritant;0,045
PA13-15;GILBERT;16349/02;PUR;O;monoi tiare;2;Non irritant;0,045
PA13-15;GILBERT;16393/02;PUR;O;monoi roucou;2;Non irritant;0
PA13-15;GILBERT;16563/02;PUR;O;MONOI TAMANU REF M802-2.01, lot 151203.004;2;Non irritant;0,043
PA13-15;NOREVA;16395/02;PUR;O;émollient;2;Non irritant;0
(vide);Laboratoires Gilbert;20593/02;100%;O;Fluide liftant - 4274-3.01;2;Très légèrement irritant;0,130434783
PA11-16;Labo GILBERT;17250/01;PUR;O;Soin des lèvres Cire d'abeille - G1012_2.01;2;Non irritant;0
PA11-16;Labo GILBERT;17250/02;PUR;O;Soin des lèvres Parfum cassis - G178831;2;Non irritant;0
PA11-16;Labo GILBERT;17250/03;PUR;O;Soin des lèvres Parfum Fraise - G847_1.03;2;Non irritant;0
PA11-16;Labo GILBERT;17250/04;PUR;O;Soin des lèvres Parfum framboise - G847_2.02;2;Non irritant;0,048
PA11-16;Labo GILBERT;17250/05;PUR;O;Soin des lèvres Parfum grenadine - G847_5.02;2;Non irritant;0
PA11-16;Labo GILBERT;17250/06;PUR;O;Soin des lèvres Parfum pomme G847_4.02;2;Non irritant;0
PA11-16;Labo GILBERT;17250/07;PUR;O;Soin des lèvres Parfum vanille G847_6.03;2;Non irritant;0
PA11-16;PHYTEO;17152/02;PUR;O;huile de ricin bio;2;Non irritant;0,05
PA12-16;FRANCE LAB;17337/02;PUR;O;Serum visage OT-1100-005B;2;Non irritant;0
PA12-16;ROVAL;17313/02;PUR;O;CREME HYDRATANTE VISAGE ET CORPS ECO+ / FORMULE 10649/4 TER;2;Non irritant;0
PA12-16;LE SECRET NATUREL;17213/02;PUR;O;Soin lèvres framboise ;2;Non irritant;0
PA12-16;LE SECRET NATUREL;17213/03;PUR;O;Soin lèvres lait d'anesse;2;Non irritant;0
PA12-16;LACTYBIO;17206/18;PUR;O;Crème fondante hydratation intense - MPG-LB160316-02/5;2;Non irritant;0
PA12-16;LACTYBIO;17206/12;PUR;O;Crème mains Cocooning - MPG-LB230316-01/3;2;Non irritant;0
PA12-16;LACTYBIO;17206/14;PUR;O;Lait corps soyeux - MPG-LB140316-01/5;2;Non irritant;0
PA12-16;NUXE;17387/02;PUR;O;Crème visage BB / ACG CCCRB 15.36 / Pilote laboratoire du 26/07/2016;2;Non irritant;0
PA13-16;Laboratoires Gilbert;17396/04;PUR;O;Gel-Crème Désalterant / Moisturizer Gel-Cream - 3673-1.03;2;Non irritant;0
PA13-16;Laboratoires Gilbert;17462/02;PUR;O;Lait corps CARESS - 3935-1.07;2;Très légèrement irritant;0,083
PA13-16;LACTYBIO Laboratory LTD;17206/16;PUR;O;Masque crème éclat - MPG-LB300316-02/3B;2;Non irritant;0
PA13-16;LACTYBIO Laboratory LTD;17206/20;PUR;O;Crème onctueuse Nutrition Intense - MPG-LB150316-01/3B;2;Non irritant;0
PA13-16;ILAPHARM Laboratoires;17411/02;PUR;O;Crème Zone sèche - creme61 52 00;2;Non irritant;0,042
PA14-16;FRANCE LAB;17470/02;PUR;O;CREME JOUR_OT-400-024;2;Non irritant;0
PA14-16;ILAPHARM Laboratoires;17082/02;PUR;O;Gel ILOFLEX Gel - 5517 01;2;Non irritant;0
PA14-16;ILAPHARM Laboratoires;17410/02;PUR;O;ILOFLEX Gel de massage - GEL 5517 02;2;Non irritant;0
PA14-16;SAS SEVESSENCE;16879/08;PUR;O;ELIXIR ANTI-AGE NUIT DE REVE;2;Non irritant;0,05
PA14-16;SAS SEVESSENCE;16879/09;PUR;O;ELIXIR ANTI-AGE SERENITE DE L'INSTANT;2;Non irritant;0,05
PA14-16;SAS SEVESSENCE;16879/10;PUR;O;ELIXIR ANTI-AGE REVEIL PETILLANT;2;Non irritant;0
PA14-16;SAS SEVESSENCE;16879/11;PUR;O;ELIXIR ANTI-AGE HARMONIE FEMININE;2;Non irritant;0,05
PA14-16;SAS SEVESSENCE;16879/12;PUR;O;ELIXIR ANTI-AGE PLAISIR DES SENS;2;Non irritant;0
PA14-16;SAS SEVESSENCE;16879/13;PUR;O;ELIXIR ANTI-AGE PLEINE CONFIANCE;2;Très légèrement irritant;0,1
PA14-16;SAS SEVESSENCE;16879/14;PUR;O;ELIXIR ANTI-AGE ECLAT DE JOIE;2;Non irritant;0
PA14-16;LABORATOIRES ONAGRINE;17450/04;PUR;O;HUILE NOURRISSANTE;2;Non irritant;0
PA14-16;LABORATOIRES ONAGRINE;17450/05;PUR;O;HUILE ECLAT;2;Non irritant;0
PA14-16;LABORATOIRES ONAGRINE;17450/06;PUR;O;HUILE DETOX;2;Non irritant;0
PA3PA16016;Laboratoires Gilbert;17478/02;100%;O;HUILE HYDRATANTE UNIFIANTE - 3732-1.01;2;Non irritant;0
PA3PA16016;NOREVA - LED;17528/02;100%;O;TWP CREME JOUR SPF 50+ / NRV-H.02;2;Très légèrement irritant;0,136363636
PA3PA16016;NOREVA - LED;17587/04;100%;O;SERUM HYDRATANT - SD15242.04B;2;Légèrement irritant;0,181818182
PA3PA16016;FRANCE LAB pour O'TENTIKA;17573/02;100%;O;CREME NUIT_OT-500-011;2;Non irritant;0
PA3PA16016;FRANCE LAB pour BEAUTY SUCCESS;17577/01;100%;O;HUILE SECHE - BSC-300-022;2;Non irritant;0
PA3PA16017;Laboratoires Gilbert;17710/02;100%;O;BAUME CORPS DE LAPONIE - 3918-1.04;2;Non irritant;0
PA3PA16017;Laboratoires Gilbert;17724/02;100%;O;Monoï au monoï moringa - 4105-1.02;2;Non irritant;0
